"(0.9, 1.0, 1.0)",MVG,MVG,Tied MVG,Tied MVG,Naive Bayes MVG,Naive Bayes MVG
PCA Directions,actDCF,minDCF,actDCF,minDCF,actDCF,minDCF
0,0.4,0.342,0.463,0.442,0.389,0.351
1,0.478,0.434,0.481,0.434,0.478,0.434
2,0.443,0.438,0.479,0.435,0.442,0.432
3,0.468,0.439,0.457,0.434,0.459,0.434
4,0.46,0.415,0.462,0.444,0.463,0.431
5,0.398,0.351,0.463,0.445,0.466,0.434
6,0.4,0.342,0.463,0.442,0.451,0.436
